,Amount,SUPERVISOR Involved,PRE_APPROVER Involved,DIRECTOR Involved,BUDGET_OWNER Involved,ADMINISTRATOR Involved,Number Of Levels,APPROVED/REJECTED,Throughput Time
declaration 61910,286.52780020015143,1,0,0,0,1,2,1,714907.0
declaration 65739,221.65973444815427,1,0,0,0,1,2,1,1104727.0
declaration 6723,28.517057213045106,1,0,0,0,1,2,1,686059.0
declaration 31313,82.63178613767236,1,0,0,1,1,3,1,628480.0
declaration 61860,665.4080261810917,1,0,0,1,1,3,1,801004.0
declaration 61878,390.36531534719154,1,0,0,0,1,2,1,631916.0
declaration 146011,398.29458208378054,1,0,0,0,1,2,1,285708.0
declaration 763,173.9746827417291,1,0,0,1,1,3,1,1837960.0
declaration 22118,983.9406735906365,1,0,0,0,1,2,1,291313.0
declaration 26868,136.455914447686,1,0,0,0,1,2,1,619298.0
declaration 6309,2249.007253921455,1,0,0,0,1,2,1,1216905.0
declaration 65682,1254.8171983142493,1,0,0,0,1,2,1,355067.0
declaration 31259,1269.5801785199014,1,0,1,1,1,4,1,1497816.0
declaration 782,834.2802927642264,1,0,1,1,1,4,1,1143843.0
declaration 146655,694.0105766066758,1,0,0,1,1,3,1,887060.0
declaration 61900,834.0042547590242,1,0,0,0,1,2,1,871534.0
declaration 7573,211.79796584389413,1,0,0,1,1,3,1,801208.0
declaration 6884,0.0,1,0,0,0,1,2,0,10437425.0
declaration 6882,265.50915799455606,1,0,0,0,1,2,1,455048.0
declaration 145485,3608.8426921164883,1,0,1,0,1,3,1,3908290.0
declaration 22128,0.0,1,0,1,1,1,4,0,0.0
declaration 813,230.7859193717826,1,0,0,0,1,2,1,804498.0
declaration 831,1485.928752678119,1,0,0,0,1,2,1,1125071.0
declaration 14278,374.961595387194,1,0,0,0,1,2,1,788461.0
declaration 43621,0.0,1,0,0,0,1,2,0,169108.0
declaration 43622,1063.1952098406307,1,0,0,1,1,3,1,7435922.0
declaration 65696,5.661986324595075,1,0,0,0,1,2,1,977195.0
declaration 65698,0.0,1,0,0,0,1,2,0,5432.0
declaration 849,236.11758365525586,1,0,0,0,1,2,1,626254.0
declaration 26894,88.8701842576798,1,0,0,1,1,3,1,1660119.0
declaration 14292,151.3805680999461,1,0,0,0,1,2,1,1057411.0
declaration 145282,1815.7479254996424,1,0,0,0,1,2,1,873986.0
declaration 873,305.61173062683656,1,0,0,0,1,2,1,684462.0
declaration 22402,405.20841069718955,1,0,0,0,1,2,1,828533.0
declaration 886,147.3485129807962,1,0,0,0,1,2,1,827362.0
declaration 6323,1025.9090805743008,1,0,1,1,1,4,1,533949.0
declaration 146018,332.7664294436178,1,0,0,0,1,2,1,858622.0
declaration 1330,0.0,1,0,0,1,1,3,0,175622.0
declaration 1328,209.1990090226181,1,0,0,1,1,3,1,888771.0
declaration 33160,93.27672093248101,1,0,1,1,1,4,1,870534.0
declaration 6733,550.4708926689657,1,0,0,1,1,3,1,2246683.0
declaration 901,672.0776175416586,1,0,0,0,1,2,1,1041690.0
declaration 145978,449.6080278829082,1,0,0,1,1,3,1,803572.0
declaration 6907,1396.4711386345782,1,0,0,0,1,2,1,876513.0
declaration 146025,1706.939662149916,1,0,0,0,1,2,1,543575.0
declaration 916,0.0,1,0,0,0,1,2,0,0.0
declaration 145986,2280.0203350276806,1,0,1,0,1,3,1,1404011.0
declaration 6752,105.14652114156549,1,0,0,0,1,2,1,446871.0
declaration 1694,1180.0687906674168,1,0,1,1,1,4,1,1227129.0
declaration 65716,675.1062672905465,1,0,0,0,1,2,1,442863.0
declaration 64066,88.31227719470506,1,0,0,0,1,2,1,453314.0
declaration 145589,0.0,0,0,0,0,1,1,0,7158658.0
declaration 65726,1249.7099414881684,1,0,1,1,1,4,1,786891.0
declaration 14304,785.6603275564094,1,0,0,1,1,3,1,1584237.0
declaration 145595,0.0,0,0,0,0,1,1,0,7157658.0
declaration 6938,0.0,1,0,1,0,1,3,0,1085651.0
declaration 14473,815.6964953843559,1,0,0,0,1,2,1,296134.0
declaration 66101,1058.466090244704,1,0,0,0,1,2,1,622725.0
declaration 145601,2095.507435316763,1,0,1,0,1,3,1,781051.0
declaration 31952,287.62997604359725,1,0,0,1,1,3,1,1573253.0
declaration 31964,1100.658560595662,1,0,1,0,1,3,1,1221362.0
declaration 6960,295.2697338752658,1,0,0,0,1,2,1,1727236.0
declaration 9440,1161.9055761585134,1,0,0,0,1,2,1,1468513.0
declaration 146311,69.71497756035457,1,0,0,1,1,3,1,505892.0
declaration 6349,1465.1206086829677,1,0,1,0,1,3,1,691854.0
declaration 146191,33.500931065697486,1,0,0,1,1,3,1,2305753.0
declaration 1745,421.25585583696693,1,0,0,0,1,2,1,631763.0
declaration 7592,1317.743076749026,1,0,1,1,1,4,1,1495556.0
declaration 7329,388.1070579091402,1,0,0,0,1,2,1,721665.0
declaration 7621,842.262476375377,1,0,1,0,1,3,1,517447.0
declaration 61924,512.2173237025452,1,0,0,0,1,2,1,499639.0
declaration 1760,1099.304269474627,1,0,0,1,1,3,1,280291.0
declaration 64076,1767.083591821999,1,0,0,1,1,3,1,1734070.0
declaration 9450,1546.303880254004,1,0,0,1,1,3,1,625733.0
declaration 1782,806.7003083175866,1,0,0,0,1,2,1,607919.0
declaration 22744,568.5056380396488,1,0,0,1,1,3,1,1221303.0
declaration 14483,469.96000653938296,1,0,0,1,1,3,1,1824178.0
declaration 146320,152.1337052546722,1,0,0,1,1,3,1,93947.0
declaration 7342,388.22011625607405,1,0,0,0,1,2,1,3355216.0
declaration 7356,126.13313767308412,1,0,0,0,1,2,1,878139.0
declaration 47397,860.7454928113951,1,0,0,1,1,3,1,531531.0
declaration 1796,588.7662367002539,1,0,0,0,1,2,1,1041324.0
declaration 31300,105.30072720264697,1,0,0,0,1,2,1,544022.0
declaration 6363,231.64169313372804,1,0,0,1,1,3,1,876647.0
declaration 1157,1908.8379107751584,1,0,0,1,1,3,1,702516.0
declaration 1170,124.56168214589259,1,0,0,0,1,2,1,201157.0
declaration 7369,403.4596510337807,1,0,0,0,1,2,1,809098.0
declaration 26913,308.11313312373403,1,0,0,0,1,2,1,201680.0
declaration 146199,762.9517768030229,1,0,0,1,1,3,1,1840330.0
declaration 7382,254.03307043026993,1,0,1,1,1,4,1,971460.0
declaration 41490,168.82270011151746,1,0,0,0,1,2,1,197645.0
declaration 22420,444.09840075672145,1,0,0,1,1,3,1,1230402.0
declaration 1817,2088.234160772673,1,0,1,0,1,3,1,971364.0
declaration 41503,949.729481668861,1,0,0,0,1,2,1,241584.0
declaration 64087,2061.8934355491915,1,0,0,0,1,2,1,1405993.0
declaration 7396,458.78970633787134,1,0,0,0,1,2,1,873015.0
declaration 65749,495.5255369165265,1,0,0,0,1,2,1,872324.0
declaration 7657,106.11881137361519,1,0,1,0,1,3,1,699784.0
declaration 7659,256.45379415290336,1,0,1,0,1,3,1,796167.0
declaration 61941,58.248449297383274,1,0,0,1,1,3,1,1304717.0
declaration 1186,650.4959888128745,1,0,0,0,1,2,1,1060844.0
declaration 2454,467.3509925500079,1,0,0,0,1,2,1,926416.0
declaration 43645,224.35331509084358,1,0,0,0,1,2,1,984450.0
declaration 7406,477.3109553856903,1,0,0,1,1,3,1,1135106.0
declaration 2465,565.2777348169021,1,0,0,0,1,2,1,3476773.0
declaration 1197,3903.843155901278,1,0,1,1,1,4,1,2076600.0
declaration 26930,189.36363937602016,1,0,0,0,1,2,1,2105329.0
declaration 2487,603.82452673535,1,0,0,1,1,3,1,972646.0
declaration 6378,641.8546393884401,1,0,0,1,1,3,1,628358.0
declaration 146561,493.4317312171146,1,0,0,1,1,3,1,2152739.0
declaration 66126,432.1247731431839,1,0,1,1,1,4,1,610928.0
declaration 43660,575.7597680555343,1,0,0,1,1,3,1,1057598.0
declaration 2516,0.0,1,0,1,1,1,4,0,223010.0
declaration 2512,209.4519517034462,1,0,1,1,1,4,1,1365246.0
declaration 2510,215.05227126770947,1,0,1,1,1,4,1,1364615.0
declaration 2514,520.8297194764839,1,0,1,1,1,4,1,1365466.0
declaration 8100,498.3921914093785,1,0,0,1,1,3,1,1990452.0
declaration 1851,654.028782444489,1,0,1,0,1,3,1,533655.0
declaration 1214,494.40665730788714,1,0,0,0,1,2,1,1126711.0
declaration 61955,57.28579929526575,1,0,0,0,1,2,1,787876.0
declaration 1868,317.16866392321623,1,0,0,1,1,3,1,760575.0
declaration 41521,28.12927701750637,1,0,0,0,1,2,1,1150893.0
declaration 7418,904.2702157665249,1,0,0,0,1,2,1,1396547.0
declaration 41531,2310.2417801287793,1,0,0,1,1,3,1,631448.0
declaration 22761,1799.7911588848708,1,0,1,1,1,4,1,873775.0
declaration 61968,447.3605422934207,1,0,0,0,1,2,1,361799.0
declaration 7700,2374.0367288854136,1,0,0,1,1,3,1,1575517.0
declaration 42044,122.6356064330537,1,0,0,0,1,2,1,534980.0
declaration 66436,428.77438899866615,1,0,0,0,1,2,1,278668.0
declaration 14326,98.85552265413735,1,0,0,0,1,2,1,187720.0
declaration 14328,256.25654901606475,1,0,0,0,1,2,1,453237.0
declaration 31326,914.0361591698539,1,0,0,0,1,2,1,956378.0
declaration 61978,587.4001878655171,1,0,0,1,1,3,1,361272.0
declaration 42054,1161.6709868563892,1,0,0,1,1,3,1,1150088.0
declaration 22439,2204.18182255575,1,0,0,0,1,2,1,1241237.0
declaration 145296,972.4750090540388,1,0,0,1,1,3,1,3778965.0
declaration 4734,272.32712232848513,1,0,0,0,1,2,1,549075.0
declaration 6395,39.757887621397686,1,0,0,0,1,2,1,287067.0
declaration 146207,1053.8861872641166,1,0,0,0,1,2,1,714649.0
declaration 145307,1992.3130329945948,1,0,0,1,1,3,1,1303486.0
declaration 66450,3994.6147153610523,1,0,1,1,1,4,1,1878312.0
declaration 2560,75.20625291531985,1,0,0,1,1,3,1,606828.0
declaration 1231,1631.2911358603812,1,0,0,0,1,2,1,782511.0
declaration 42070,905.6439423615764,1,0,0,0,1,2,1,777516.0
declaration 1241,516.9383564807229,1,0,0,1,1,3,1,954070.0
declaration 2580,73.4666914895084,1,0,1,0,1,3,1,632496.0
declaration 2578,1481.355652033906,1,0,1,0,1,3,1,874383.0
declaration 55569,669.7382649681682,1,0,0,1,1,3,1,287838.0
declaration 66587,33.914224771821125,1,0,0,0,1,2,1,891581.0
declaration 4871,335.8789882208521,1,0,0,0,1,2,1,531224.0
declaration 31709,897.3220633644328,1,0,0,1,1,3,1,2081707.0
declaration 8944,231.66089376994705,1,0,0,1,1,3,1,1748241.0
declaration 1886,183.89097934016226,1,0,0,1,1,3,1,1485830.0
declaration 63592,36.79812955626747,1,0,0,1,1,3,1,1028877.0
declaration 8116,1719.4007486912644,1,0,0,0,1,2,1,214305.0
declaration 55587,25.49796866544847,1,0,0,0,1,2,1,268974.0
declaration 55603,169.80230455528394,1,0,0,0,1,2,1,376499.0
declaration 146328,642.4960550647821,1,0,0,0,1,2,1,892920.0
declaration 8126,516.2868374247855,1,0,0,0,1,2,1,628630.0
declaration 7429,536.2721343573579,1,0,0,0,1,2,1,630798.0
declaration 8144,1795.45643606053,1,0,0,0,1,2,1,201526.0
declaration 145315,201.4503857317905,1,0,0,1,1,3,1,1495464.0
declaration 1254,620.7966662901591,1,0,0,0,1,2,1,283556.0
declaration 43682,404.79091450108217,1,0,0,0,1,2,1,1485520.0
declaration 1900,645.1295933872386,1,0,0,0,1,2,1,866854.0
declaration 1912,193.38133632502905,1,0,0,0,1,2,1,612100.0
declaration 31336,796.6286849859072,1,0,0,1,1,3,1,288293.0
declaration 8164,669.3345500959332,1,0,0,0,1,2,1,1234075.0
declaration 1276,84.29365667593773,1,0,0,0,1,2,1,875013.0
declaration 31350,1039.7928287521052,1,0,0,1,1,3,1,1057753.0
declaration 31352,181.10298937867793,1,0,0,1,1,3,1,872586.0
declaration 31348,1187.8428010578684,1,0,0,1,1,3,1,615326.0
declaration 1924,535.1378205388088,1,0,0,1,1,3,1,941759.0
declaration 42090,1973.9724825371081,1,0,1,1,1,4,1,862986.0
declaration 23599,1034.7738481619915,1,0,0,1,1,3,1,1750535.0
declaration 1942,315.8716208945142,1,0,1,0,1,3,1,432987.0
declaration 1940,372.80985298708754,1,0,1,0,1,3,1,542255.0
declaration 30843,712.3338124838617,1,0,0,0,1,2,1,2880464.0
declaration 1958,1116.5044183777377,1,0,0,1,1,3,1,4243096.0
declaration 31672,75.94324494111949,1,0,0,1,1,3,1,869867.0
declaration 146572,34.76536887581745,1,0,0,1,1,3,1,1470967.0
declaration 66466,199.8701407810385,1,0,0,0,1,2,1,894295.0
declaration 2607,138.40380472911104,1,0,0,0,1,2,1,951622.0
declaration 146032,72.79730452189447,1,0,0,1,1,3,1,602767.0
declaration 145324,15.578460773551368,1,0,0,0,1,2,1,597296.0
declaration 42116,329.6044382052581,1,0,1,0,1,3,1,1448074.0
declaration 8181,860.6624589086791,1,0,0,1,1,3,1,1929612.0
declaration 145610,301.4838359118807,1,0,0,0,1,2,1,546472.0
declaration 8197,141.09401415948707,1,0,0,1,1,3,1,864470.0
declaration 2703,220.70377661296388,1,0,0,1,1,3,1,1129120.0
declaration 1315,387.69097364911914,1,0,0,1,1,3,1,629226.0
declaration 146040,1079.459955753067,1,0,0,1,1,3,1,1144254.0
declaration 7864,2270.9244417850864,1,0,0,0,1,2,1,1220159.0
declaration 7876,988.1300873621583,1,0,0,0,1,2,1,540929.0
declaration 42611,395.63663725916956,1,0,0,1,1,3,1,781028.0
declaration 2721,130.85386057889968,1,0,0,0,1,2,1,518077.0
declaration 14347,190.32653912518862,1,0,0,0,1,2,1,634499.0
declaration 1348,334.2033668922487,1,0,0,1,1,3,1,1752486.0
declaration 1347,0.0,1,0,0,1,1,3,0,408151.0
declaration 22861,256.1065802310277,1,0,0,0,1,2,1,1995303.0
declaration 2618,534.0025025503719,1,0,0,1,1,3,1,1103501.0
declaration 22875,3499.650763561657,1,0,1,1,1,4,1,1537551.0
declaration 22890,1134.4855492941365,1,0,0,0,1,2,1,801141.0
declaration 14379,432.59251349197586,1,0,0,0,1,2,1,1386761.0
declaration 44705,0.0,1,0,0,0,1,2,0,0.0
declaration 44706,1160.668803345315,1,0,0,0,1,2,1,619102.0
declaration 26940,2832.1220146918486,1,0,0,1,1,3,1,757217.0
declaration 2740,643.2629034065535,1,0,0,0,1,2,1,609097.0
declaration 56319,1836.5608767199906,1,0,0,0,1,2,1,2510341.0
declaration 6414,810.8047622786027,1,0,0,0,1,2,1,519563.0
declaration 14523,705.7844658049154,1,0,0,0,1,2,1,800698.0
declaration 6427,2760.0121573189726,1,0,0,0,1,2,1,528838.0
declaration 31684,985.3996113262069,1,0,0,0,1,2,1,2675912.0
declaration 66143,695.6345887398467,1,0,0,1,1,3,1,1538029.0
declaration 2756,574.9308081219519,1,0,0,0,1,2,1,276417.0
declaration 2767,297.48716902824475,1,0,0,0,1,2,1,634672.0
declaration 8209,411.7581071833908,1,0,0,0,1,2,1,2425595.0
declaration 145332,251.0349962194672,1,0,0,0,1,2,1,1056622.0
declaration 66736,4492.514504169524,1,0,1,0,1,3,1,1746885.0
declaration 7892,1496.8931975423573,1,0,0,0,1,2,1,602332.0
declaration 7890,2140.777403838151,1,0,0,0,1,2,1,428905.0
declaration 2783,583.3391728610761,1,0,0,0,1,2,1,608148.0
declaration 7908,1017.4305735688532,1,0,0,0,1,2,1,519902.0
declaration 30822,424.42690152531713,1,0,0,1,1,3,1,1468139.0
declaration 22453,190.72515983463572,1,0,0,1,1,3,1,1054416.0
declaration 146060,1107.547996033345,1,0,0,0,1,2,1,2253432.0
declaration 66482,439.7280263192892,1,0,0,0,1,2,1,883102.0
declaration 56331,638.3711703008003,1,0,0,0,1,2,1,269689.0
declaration 146335,956.4841865021469,1,0,0,1,1,3,1,2854565.0
declaration 145340,462.0225439740902,1,0,0,0,1,2,1,1038998.0
declaration 31697,311.8799540979189,1,0,0,1,1,3,1,1400767.0
declaration 1372,30.897036945526995,1,0,0,0,1,2,1,617801.0
declaration 8252,433.42965652414125,1,0,0,1,1,3,1,277801.0
declaration 2631,669.7251190811677,1,0,0,1,1,3,1,614255.0
declaration 26951,882.1415505024997,1,0,0,1,1,3,1,1237866.0
declaration 1389,1343.2610548137884,1,0,0,0,1,2,1,952117.0
declaration 1404,414.5743807125887,1,0,0,0,1,2,1,691655.0
declaration 2808,296.6306285678608,1,0,0,0,1,2,1,876326.0
declaration 66500,251.0672992321571,1,0,0,0,1,2,1,8742991.0
declaration 62000,3481.8614907716274,1,0,0,0,1,2,1,371624.0
declaration 2821,2369.0714432584073,1,0,1,0,1,3,1,1031779.0
declaration 66513,254.91717432864826,1,0,0,0,1,2,1,522613.0
declaration 2834,0.0,1,0,0,0,1,2,0,258955.0
declaration 66758,1001.0259671873945,1,0,0,1,1,3,1,1147569.0
declaration 145348,362.14227182413475,1,0,0,0,1,2,1,628790.0
declaration 145355,769.9570112623999,1,0,0,1,1,3,1,626463.0
declaration 2847,142.89926792821257,1,0,0,0,1,2,1,617860.0
declaration 30857,611.4666382191574,1,0,0,0,1,2,1,701169.0
declaration 30859,736.2058324158654,1,0,0,0,1,2,1,701707.0
declaration 66523,235.42345781435364,1,0,0,0,1,2,1,969441.0
declaration 22470,474.4356081500238,1,0,0,1,1,3,1,1390383.0
declaration 31387,108.53937668945825,1,0,0,1,1,3,1,593483.0
declaration 2858,2067.025979629316,1,0,1,0,1,3,1,2706472.0
declaration 2873,217.2575734776533,1,0,0,0,1,2,1,515963.0
declaration 22485,47.342974623879314,1,0,0,0,1,2,1,634325.0
declaration 14371,0.0,1,0,0,0,1,2,0,0.0
declaration 14866,2311.765855695462,1,0,1,0,1,3,1,965585.0
declaration 1421,789.8894662595598,1,0,0,0,1,2,1,446145.0
declaration 145367,28.844406339107845,1,0,0,0,1,2,1,610556.0
declaration 146588,433.0510450323843,1,0,0,1,1,3,1,1559535.0
declaration 7925,348.953035287784,1,0,0,0,1,2,1,3043927.0
declaration 22496,654.1065817873822,1,0,0,1,1,3,1,1650126.0
declaration 145375,93.89499343084951,1,0,0,0,1,2,1,606995.0
declaration 145382,705.9827905311483,1,0,0,0,1,2,1,949337.0
declaration 23632,568.9211623789724,1,0,0,1,1,3,1,546787.0
declaration 2271,27.68118331677459,1,0,0,0,1,2,1,678338.0
declaration 11898,113.69449040935481,1,0,0,0,1,2,1,173742.0
declaration 23643,1212.140446229854,1,0,0,1,1,3,1,352577.0
declaration 7952,269.83817068158,1,0,0,0,1,2,1,953617.0
declaration 2643,452.0710188847971,1,0,0,0,1,2,1,496140.0
declaration 8270,2897.47892833107,1,0,1,0,1,3,1,430658.0
declaration 8281,1842.6828638863944,1,0,0,0,1,2,1,606524.0
declaration 2416,2264.6012896642646,1,0,1,0,1,3,1,2956765.0
declaration 22511,262.98340974869603,1,0,0,0,1,2,1,601402.0
declaration 2911,228.49614309399226,1,0,0,0,1,2,1,1224864.0
declaration 66539,614.286793584833,1,0,0,0,1,2,1,419056.0
declaration 62012,354.08326140244156,1,0,1,0,1,3,1,523343.0
declaration 2664,0.0,1,0,1,1,1,4,0,1114826.0
declaration 23655,732.3417094492713,1,0,0,1,1,3,1,360366.0
declaration 31721,485.55625354500495,1,0,0,0,1,2,1,1223506.0
declaration 2261,328.1750987745245,1,0,0,0,1,2,1,1223910.0
declaration 66555,442.70184607066994,1,0,0,0,1,2,1,781216.0
declaration 7963,1544.6823815114308,1,0,0,0,1,2,1,269933.0
declaration 145618,705.8601149132288,1,0,0,1,1,3,1,844812.0
declaration 2929,322.12823612085964,1,0,0,0,1,2,1,1386572.0
declaration 26963,1219.434574434638,1,0,0,0,1,2,1,347707.0
declaration 2689,700.934834123847,1,0,0,0,1,2,1,341692.0
declaration 64625,657.8687976729266,1,0,0,0,1,2,1,581043.0
declaration 71377,266.8978244416511,1,0,0,0,1,2,1,278096.0
declaration 23668,727.5753874662227,1,0,0,0,1,2,1,266357.0
declaration 31732,28.844406339107845,1,0,0,0,1,2,1,779091.0
declaration 146068,3673.5369696961366,1,0,1,1,1,4,1,2747694.0
declaration 3353,197.04799219466437,1,0,0,0,1,2,1,629012.0
declaration 23279,336.5289288315266,1,0,0,0,1,2,1,629439.0
declaration 31756,296.02655351625975,1,0,0,0,1,2,1,1318205.0
declaration 4088,485.6761017728117,1,0,0,0,1,2,1,630296.0
declaration 9677,487.8589617929224,1,0,0,0,1,2,1,452294.0
declaration 31796,104.58204311596108,1,0,0,1,1,3,1,805625.0
declaration 145626,1175.2324431646814,1,0,0,0,1,2,1,645118.0
declaration 31398,105.66543534671854,1,0,0,1,1,3,1,1059536.0
declaration 66565,406.0867711364085,1,0,0,0,1,2,1,638683.0
declaration 145408,2298.644274077631,1,0,0,0,1,2,1,290005.0
declaration 31410,1279.0596744832367,1,0,0,0,1,2,1,1210635.0
declaration 146596,162.39155122669015,1,0,0,1,1,3,1,2704322.0
declaration 146080,324.5766183786801,1,0,0,0,1,2,1,2444985.0
declaration 3184,347.3130505084814,1,0,0,0,1,2,1,607141.0
declaration 145416,1232.431026933565,1,0,0,1,1,3,1,1233635.0
declaration 146090,124.47445952065695,1,0,0,0,1,2,1,1837378.0
declaration 7973,110.47522176051689,1,0,0,1,1,3,1,1059606.0
declaration 145427,830.2879302396559,1,0,0,0,1,2,1,6325183.0
declaration 62028,680.3214094315274,1,0,0,0,1,2,1,1209842.0
declaration 42149,756.9956981153168,1,0,0,0,1,2,1,542617.0
declaration 64154,489.4106002182183,1,0,0,0,1,2,1,895556.0
declaration 7985,46.39958198211554,1,0,0,1,1,3,1,791178.0
declaration 145437,1437.8413172894277,1,0,0,1,1,3,1,2693755.0
declaration 26989,145.9653504235277,1,0,0,1,1,3,1,1220203.0
declaration 7997,3007.127379825447,1,0,1,0,1,3,1,548705.0
declaration 145454,0.0,0,0,0,0,0,0,0,0.0
declaration 3196,0.0,1,0,0,0,1,2,0,34831.0
declaration 3197,493.3398493935902,1,0,0,0,1,2,1,633983.0
declaration 8008,0.0,1,0,0,0,1,2,0,595192.0
declaration 14389,274.64641411895786,1,0,0,1,1,3,1,717041.0
declaration 145458,520.089918382229,1,0,0,0,1,2,1,616095.0
declaration 2287,1839.151241965478,1,0,1,1,1,4,1,283162.0
declaration 8020,2625.474896868061,1,0,1,0,1,3,1,789028.0
declaration 145633,650.489310616423,1,0,0,0,1,2,1,263448.0
declaration 3432,897.1209389822903,1,0,0,0,1,2,1,534134.0
declaration 6437,475.3163447272354,1,0,0,1,1,3,1,1404838.0
declaration 2313,1774.6954552540724,1,0,0,1,1,3,1,1056105.0
declaration 23678,875.7902608078368,1,0,0,0,1,2,1,614827.0
declaration 23688,955.4855302615184,1,0,0,0,1,2,1,243732.0
declaration 4446,249.581739863131,1,0,0,0,1,2,1,629303.0
declaration 8918,432.4111995519515,1,0,0,0,1,2,1,891531.0
declaration 5952,220.5476594056217,1,0,0,0,1,2,1,924103.0
declaration 62041,169.0622996965818,1,0,1,1,1,4,1,12295474.0
declaration 62043,32.29264148342775,1,0,1,1,1,4,1,872439.0
declaration 5034,55.03235843752749,1,0,0,0,1,2,1,440629.0
declaration 9968,337.87358692657676,1,0,0,1,1,3,1,628285.0
declaration 42627,1272.442846389794,1,0,1,1,1,4,1,884661.0
declaration 146100,4245.247313109869,1,0,0,0,1,2,1,1412078.0
declaration 56354,247.88670952754634,1,0,0,0,1,2,1,1240968.0
declaration 22521,1810.4761685770911,1,0,1,1,1,4,1,1636132.0
declaration 66773,1786.5207487542748,1,0,1,0,1,3,1,614516.0
declaration 3446,282.2551100941376,1,0,0,0,1,2,1,530451.0
declaration 145640,834.5017568121367,1,0,0,0,1,2,1,802027.0
declaration 42165,276.2134953012579,1,0,0,1,1,3,1,527774.0
declaration 146604,4005.0197984993847,1,0,1,1,1,4,1,1404976.0
declaration 2335,381.23735411954783,1,0,0,0,1,2,1,262897.0
declaration 6454,607.216130149846,1,0,0,0,1,2,1,441762.0
declaration 64164,1030.1969493714055,1,0,0,0,1,2,1,714807.0
declaration 6470,934.3481484558959,1,0,0,0,1,2,1,362937.0
declaration 3459,6425.564514536782,1,0,1,1,1,4,1,7338717.0
declaration 14401,785.3098008444746,1,0,0,1,1,3,1,1041231.0
declaration 31425,265.45053430878073,1,0,0,0,1,2,1,685654.0
declaration 66575,24.071382696519116,1,0,0,1,1,3,1,190680.0
declaration 31742,156.13193163572208,1,0,0,0,1,2,1,958644.0
declaration 67624,632.3527361629064,1,0,0,1,1,3,1,2589036.0
declaration 2352,50.80661408605398,1,0,1,1,1,4,1,634543.0
declaration 15131,792.3033780178348,1,0,0,0,1,2,1,531020.0
declaration 146110,1686.4926087776623,1,0,0,0,1,2,1,524388.0
declaration 64180,1569.938131608533,1,0,1,0,1,3,1,772554.0
